2.502448, 0.368547 
1.500176, 0.203177 
1.192100, 0.158834 
1.042287, 0.137180 
0.951233, 0.123677 
0.851101, 0.109030 
0.727354, 0.090750 
0.645764, 0.079371 
0.607228, 0.074159 
0.565677, 0.068089 
0.551135, 0.066276 
0.505159, 0.059811 
0.479678, 0.056143 
0.460041, 0.053477 
0.447558, 0.051832 
0.421127, 0.048063 
0.413483, 0.047248 
0.396437, 0.044774 
0.390613, 0.044105 
0.387388, 0.043548 
0.383136, 0.043043 
0.370117, 0.041089 
0.349725, 0.038420 
0.360406, 0.040050 
0.338646, 0.037060 
0.346204, 0.038090 
0.335513, 0.036671 
0.342261, 0.037566 
0.318832, 0.034278 
0.314217, 0.033732 
0.314320, 0.033837 
0.306534, 0.032720 
0.307619, 0.032949 
0.311809, 0.033221 
0.298256, 0.031646 
0.303060, 0.032234 
0.298964, 0.031698 
0.279843, 0.029363 
0.279137, 0.029104 
0.280613, 0.029533 
0.278716, 0.029258 
0.287676, 0.030255 
0.267439, 0.027704 
0.276280, 0.028813 
0.260482, 0.026935 
0.280636, 0.029267 
0.266910, 0.027629 
0.270654, 0.027979 
0.254176, 0.026107 
0.258523, 0.026649 
0.248658, 0.025346 
0.268611, 0.027837 
0.263832, 0.027184 
0.252421, 0.025772 
0.261670, 0.026888 
0.243940, 0.024861 
0.258116, 0.026511 
0.247814, 0.025137 
0.252576, 0.025708 
0.241055, 0.024307 
0.240498, 0.024311 
0.256945, 0.026382 
0.235283, 0.023572 
0.234299, 0.023596 
0.240195, 0.024272 
0.239126, 0.024199 
0.226491, 0.022585 
0.259586, 0.027001 
0.249833, 0.025478 
0.235317, 0.023538 
0.223059, 0.022169 
0.228992, 0.022870 
0.221289, 0.022104 
0.225439, 0.022450 
0.241195, 0.024472 
0.215637, 0.021250 
0.233548, 0.023596 
0.232138, 0.023402 
0.225778, 0.022372 
0.215404, 0.021303 
0.223582, 0.022194 
0.234008, 0.023630 
0.215599, 0.021227 
0.212741, 0.020980 
0.216271, 0.021375 
0.220059, 0.021896 
0.243648, 0.024662 
0.219802, 0.021673 
0.210699, 0.020662 
0.212830, 0.020943 
0.231420, 0.023284 
0.213559, 0.021081 
0.211807, 0.020681 
0.214707, 0.021164 
0.226958, 0.022604 
0.207987, 0.020233 
0.204168, 0.019965 
0.205006, 0.020035 
0.215248, 0.021313 
0.219718, 0.021832 
0.203479, 0.019881 
0.211695, 0.020902 
0.203857, 0.019902 
0.208070, 0.020342 
0.242517, 0.024740 
0.203066, 0.019586 
0.201791, 0.019611 
0.204649, 0.019942 
0.201822, 0.019717 
0.208841, 0.020503 
0.214794, 0.021143 
0.194925, 0.018869 
0.205218, 0.020160 
0.204916, 0.019985 
0.221311, 0.021946 
0.212609, 0.020704 
0.193859, 0.018592 
0.195471, 0.018962 
0.227911, 0.022966 
0.206261, 0.020134 
0.194246, 0.018724 
0.210181, 0.020678 
0.194831, 0.018768 
0.194909, 0.018866 
0.194752, 0.018918 
0.202556, 0.019865 
0.193724, 0.018687 
0.206908, 0.020219 
0.187981, 0.018055 
0.210497, 0.020792 
0.204451, 0.019926 
0.193950, 0.018841 
0.207254, 0.020506 
0.190668, 0.018317 
0.210523, 0.020686 
0.190175, 0.018278 
0.191281, 0.018437 
0.219747, 0.021875 
0.203576, 0.019867 
0.186885, 0.017887 
0.200415, 0.019592 
0.186759, 0.017955 
0.194330, 0.018912 
0.204637, 0.019955 
0.189033, 0.018135 
0.190937, 0.018434 
0.189577, 0.018376 
0.200368, 0.019542 
0.187296, 0.017973 
0.185577, 0.017913 
0.191164, 0.018588 
0.194706, 0.018965 
0.185452, 0.017843 
0.188184, 0.018182 
0.192578, 0.018692 
0.188776, 0.018288 
0.209362, 0.020622 
0.186000, 0.017794 
0.181482, 0.017371 
0.194932, 0.019005 
0.186374, 0.017900 
0.190588, 0.018415 
0.183961, 0.017627 
0.187209, 0.018066 
0.182436, 0.017522 
0.190749, 0.018481 
0.200262, 0.019759 
0.197815, 0.019294 
0.182765, 0.017484 
0.178020, 0.017013 
0.193044, 0.018866 
0.192574, 0.018579 
0.179236, 0.017133 
0.193317, 0.018795 
0.177563, 0.016902 
0.180217, 0.017309 
0.212832, 0.021390 
0.184490, 0.017669 
0.182101, 0.017494 
0.207118, 0.020694 
0.180993, 0.017255 
0.187482, 0.018089 
0.178588, 0.017075 
0.178504, 0.017102 
0.179302, 0.017223 
0.187182, 0.018158 
0.178904, 0.017140 
0.179984, 0.017311 
0.182164, 0.017508 
0.194512, 0.019037 
0.177930, 0.016979 
0.176815, 0.016951 
0.198277, 0.019389 
0.187682, 0.018264 
0.191001, 0.018606 
0.183040, 0.017617 
0.184809, 0.017755 
0.175232, 0.016751 
0.173861, 0.016648 
0.177773, 0.017128 
0.184264, 0.017770 
0.197507, 0.019350 
0.177192, 0.016964 
0.176719, 0.016894 
0.188005, 0.018243 
0.181711, 0.017544 
0.176685, 0.016950 
0.180520, 0.017397 
0.200873, 0.019672 
0.174736, 0.016609 
0.182737, 0.017619 
0.175370, 0.016677 
0.184538, 0.017795 
0.174643, 0.016745 
0.174769, 0.016761 
0.178473, 0.017205 
0.172154, 0.016450 
0.186186, 0.018091 
0.185540, 0.018030 
0.178592, 0.017259 
0.173749, 0.016540 
0.174071, 0.016660 
0.168461, 0.016039 
0.168067, 0.016075 
0.171257, 0.016425 
0.178419, 0.017176 
0.178815, 0.017252 
0.169030, 0.016147 
0.171659, 0.016433 
0.167298, 0.015965 
0.181988, 0.017884 
0.171829, 0.016360 
0.168800, 0.016119 
0.167670, 0.016011 
0.171748, 0.016454 
0.184882, 0.018075 
0.166844, 0.015922 
0.165638, 0.015824 
0.176588, 0.017154 
0.174391, 0.016763 
0.172421, 0.016573 
0.180381, 0.017572 
0.174306, 0.016696 
0.166132, 0.015831 
0.166401, 0.015940 
0.170300, 0.016317 
0.166970, 0.015939 
0.172246, 0.016547 
0.166720, 0.015959 
0.168492, 0.016132 
0.169138, 0.016226 
0.166544, 0.015942 
0.167217, 0.015982 
0.185750, 0.018082 
0.165803, 0.015752 
0.163230, 0.015600 
0.176926, 0.017151 
0.166821, 0.015902 
0.163633, 0.015646 
0.171747, 0.016651 
0.173144, 0.016627 
0.164680, 0.015689 
0.163774, 0.015650 
0.167223, 0.016065 
0.170422, 0.016439 
0.166911, 0.015927 
0.162276, 0.015493 
0.165094, 0.015916 
0.172022, 0.016541 
0.166156, 0.015910 
0.168490, 0.016170 
0.166586, 0.016022 
0.171042, 0.016519 
0.166921, 0.015954 
0.190896, 0.018868 
0.171067, 0.016382 
0.163259, 0.015512 
0.161376, 0.015364 
0.163133, 0.015651 
0.162620, 0.015578 
0.172566, 0.016878 
0.168539, 0.016184 
0.166024, 0.015953 
0.161459, 0.015516 
0.170190, 0.016483 
0.168335, 0.016115 
0.165071, 0.015839 
0.160906, 0.015407 
0.162389, 0.015585 
0.168775, 0.016270 
0.164757, 0.015774 
0.161765, 0.015520 
0.166651, 0.016073 
0.169328, 0.016417 
0.171051, 0.016553 
0.160158, 0.015343 
0.171525, 0.016767 
0.181552, 0.017702 
0.165111, 0.015765 
0.162575, 0.015527 
0.160250, 0.015377 
0.165157, 0.015877 
0.167278, 0.016171 
0.161272, 0.015409 
0.163521, 0.015775 
0.166129, 0.016029 
0.165556, 0.015912 
0.159649, 0.015297 
0.177517, 0.017404 
0.164693, 0.015800 
0.162524, 0.015634 
0.173773, 0.016846 
0.174361, 0.016980 
0.172174, 0.016417 
0.166678, 0.015939 
0.168364, 0.016176 
0.160096, 0.015315 
0.159442, 0.015260 
0.162047, 0.015574 
0.160196, 0.015387 
0.177217, 0.017362 
0.162990, 0.015547 
0.162714, 0.015614 
0.159129, 0.015253 
0.169384, 0.016518 
0.162909, 0.015615 
0.160882, 0.015427 
0.167522, 0.016148 
0.160741, 0.015470 
0.166887, 0.016100 
0.163687, 0.015693 
0.165514, 0.015894 
0.175239, 0.017073 
0.163179, 0.015625 
0.161283, 0.015419 
0.159352, 0.015272 
0.159972, 0.015372 
0.167146, 0.016253 
0.171758, 0.016605 
0.159359, 0.015229 
0.158892, 0.015192 
0.159939, 0.015386 
0.163123, 0.015731 
0.158700, 0.015218 
0.159633, 0.015359 
0.178500, 0.017490 
0.163040, 0.015583 
0.158225, 0.015153 
0.156820, 0.015030 
0.168355, 0.016482 
0.162663, 0.015585 
0.159887, 0.015326 
0.168797, 0.016307 
0.157296, 0.015047 
0.158681, 0.015279 
0.167711, 0.016228 
0.157842, 0.015118 
0.162180, 0.015669 
0.159476, 0.015294 
0.162149, 0.015658 
0.163558, 0.015771 
0.158149, 0.015170 
0.159059, 0.015310 
0.161612, 0.015508 
0.157171, 0.015103 
0.159742, 0.015433 
0.161138, 0.015570 
0.171650, 0.016643 
0.158363, 0.015171 
0.157932, 0.015168 
0.168853, 0.016469 
0.165872, 0.015974 
0.158907, 0.015189 
0.156256, 0.014952 
0.155853, 0.014984 
0.162673, 0.015722 
0.162656, 0.015665 
0.159333, 0.015278 
0.156532, 0.015057 
0.166338, 0.016214 
0.164424, 0.015893 
0.156914, 0.015054 
0.155160, 0.014911 
0.161940, 0.015670 
0.165021, 0.016068 
0.157339, 0.015076 
0.158935, 0.015305 
0.163450, 0.015955 
0.160481, 0.015404 
0.158465, 0.015250 
0.157872, 0.015145 
0.155803, 0.014978 
0.156148, 0.015027 
0.161608, 0.015600 
0.156754, 0.015130 
0.158645, 0.015243 
0.168917, 0.016492 
0.156463, 0.015038 
0.154734, 0.014884 
0.155987, 0.015004 
0.165860, 0.016102 
0.158543, 0.015239 
0.157122, 0.015108 
0.157350, 0.015237 
0.155425, 0.014940 
